YCSB Client 0.1
Command line: -db com.yahoo.ycsb.BasicDB -P workloads/workloadb -t
***************** properties *****************
"insertproportion"="0"
"readproportion"="0.95"
"scanproportion"="0"
"readallfields"="true"
"requestdistribution"="zipfian"
"workload"="com.yahoo.ycsb.workloads.CoreWorkload"
"recordcount"="1000"
"updateproportion"="0.05"
"operationcount"="1000"
"db"="com.yahoo.ycsb.BasicDB"
**********************************************
READ usertable user8405901766765746015 [ <all fields>]
READ usertable user6043304485557566712 [ <all fields>]
READ usertable user2528598084314492139 [ <all fields>]
READ usertable user9090357933739560908 [ <all fields>]
READ usertable user5715865731287752039 [ <all fields>]
READ usertable user5696561042698540867 [ <all fields>]
READ usertable user6520889763169322899 [ <all fields>]
READ usertable user4168348136588276088 [ <all fields>]
READ usertable user899463647179981130 [ <all fields>]
READ usertable user4298288365534567417 [ <all fields>]
READ usertable user7692426901869886023 [ <all fields>]
READ usertable user8994122584734582359 [ <all fields>]
READ usertable user5696779357916382750 [ <all fields>]
READ usertable user8401215584746478334 [ <all fields>]
READ usertable user899463647179981130 [ <all fields>]
READ usertable user1588947641467362269 [ <all fields>]
READ usertable user2740496800990117091 [ <all fields>]
READ usertable user4172692673313245204 [ <all fields>]
READ usertable user8155611988129540602 [ <all fields>]
READ usertable user3931338628279891387 [ <all fields>]
READ usertable user8632978950523454906 [ <all fields>]
READ usertable user8753205170136912308 [ <all fields>]
READ usertable user7812994766777641990 [ <all fields>]
READ usertable user6400663543555865497 [ <all fields>]
READ usertable user70107099395632852 [ <all fields>]
READ usertable user2177168459436198613 [ <all fields>]
READ usertable user8738586663566968817 [ <all fields>]
READ usertable user6400663543555865497 [ <all fields>]
READ usertable user3575099491305873498 [ <all fields>]
READ usertable user5952315279083996292 [ <all fields>]
READ usertable user2885957142312790924 [ <all fields>]
READ usertable user5952315279083996292 [ <all fields>]
READ usertable user8747959027605504179 [ <all fields>]
READ usertable user2061505091765552210 [ <all fields>]
READ usertable user4424102372973731513 [ <all fields>]
UPDATE usertable user8748518988117644627 [ field1=1),#=87(( <4#,>>2? &),780;?9)/5.74(3-8)->4-2#;>9*',5#-$$!%'->8**)6+$2==<$'.8>2"9:$%<.-!#0%(*#<9&;61* ]
READ usertable user2760361450091468711 [ <all fields>]
READ usertable user1005413005517793606 [ <all fields>]
READ usertable user5585925502341460710 [ <all fields>]
READ usertable user75353241927040981 [ <all fields>]
READ usertable user8159738209636667835 [ <all fields>]
READ usertable user2890643324332058605 [ <all fields>]
READ usertable user4408923905891647574 [ <all fields>]
READ usertable user6501025114067971279 [ <all fields>]
READ usertable user3594185864677242787 [ <all fields>]
READ usertable user1352498093671118016 [ <all fields>]
READ usertable user3927430721990606037 [ <all fields>]
READ usertable user8747959027605504179 [ <all fields>]
READ usertable user7827613273347585481 [ <all fields>]
READ usertable user4288356040983891607 [ <all fields>]
READ usertable user769523418233689801 [ <all fields>]
READ usertable user3806302896570709622 [ <all fields>]
UPDATE usertable user402013720466873323 [ field9=;:-<$".5;-7?.1%5;##$<-.;'7/(461)$(= 6&.!*7?#+.< 34+-(69'8,1=87;,0<*-6.0=&+/9'?5?;9": ( 2$<;?/9&;9535 ]
READ usertable user292156455839775497 [ <all fields>]
READ usertable user4298288365534567417 [ <all fields>]
READ usertable user2519225720275956777 [ <all fields>]
READ usertable user8285552217075831931 [ <all fields>]
READ usertable user9210925798647316875 [ <all fields>]
READ usertable user5344448127231650211 [ <all fields>]
READ usertable user6762367138279133398 [ <all fields>]
READ usertable user2172482277416930932 [ <all fields>]
READ usertable user8391501575413644407 [ <all fields>]
READ usertable user899463647179981130 [ <all fields>]
READ usertable user2996592682669871081 [ <all fields>]
UPDATE usertable user3338649943509629245 [ field1=+0/*7/<)?<'/4,4+8 2%-46>1= =/!2$0':031"2#302%#/92?%+8?4:&$$>2%9:<*0/-(%?<';.8>*/- ="/.#+?!633!,&.21+ ]
READ usertable user899463647179981130 [ <all fields>]
READ usertable user5696779357916382750 [ <all fields>]
READ usertable user6149253843895379188 [ <all fields>]
READ usertable user6168558532484590360 [ <all fields>]
READ usertable user7702359226420561833 [ <all fields>]
READ usertable user412164360235391016 [ <all fields>]
READ usertable user3122406690109035177 [ <all fields>]
READ usertable user4760913491282081548 [ <all fields>]
READ usertable user5595857826892136520 [ <all fields>]
READ usertable user6149253843895379188 [ <all fields>]
READ usertable user2754896992342218699 [ <all fields>]
READ usertable user2186540823474733975 [ <all fields>]
READ usertable user7460881851310751334 [ <all fields>]
READ usertable user6651731597922053241 [ <all fields>]
READ usertable user3821481363652793561 [ <all fields>]
READ usertable user4525023903997977743 [ <all fields>]
READ usertable user427124512099633072 [ <all fields>]
READ usertable user6168558532484590360 [ <all fields>]
READ usertable user427124512099633072 [ <all fields>]
READ usertable user4298288365534567417 [ <all fields>]
READ usertable user5470603779965112872 [ <all fields>]
READ usertable user8747959027605504179 [ <all fields>]
READ usertable user7461223496605049899 [ <all fields>]
READ usertable user5223320301811753796 [ <all fields>]
READ usertable user1718887870413653598 [ <all fields>]
READ usertable user8999928687778130936 [ <all fields>]
READ usertable user4298288365534567417 [ <all fields>]
READ usertable user5802728716254195226 [ <all fields>]
UPDATE usertable user8853908385943316655 [ field6=#>=:%: /+,0.$$6983?%6!,6&/1%/'#9 1)& 6!$+9<,3/!3$=<2$$/>9(*!4.#<%#18:.*,;$6?)3$.4!9%8-"!:+%711+/$.&$ ]
READ usertable user4042752444366953875 [ <all fields>]
READ usertable user784141924803633292 [ <all fields>]
READ usertable user5464797676921564295 [ <all fields>]
READ usertable user8853908385943316655 [ <all fields>]
READ usertable user2156962165040548428 [ <all fields>]
READ usertable user3343896086041037374 [ <all fields>]
READ usertable user6284781860667377211 [ <all fields>]
READ usertable user3468931817750219139 [ <all fields>]
UPDATE usertable user8512069440321400374 [ field7="'!:&=84(#=45(,*)/3$97&'09)36.$-'!&$'=(9%:"2/00;()<1!*$<*(=/417>$#94"09><$& -8 8$01!/"' ">;&+6 $'(9& ]
READ usertable user1684623029960200370 [ <all fields>]
READ usertable user8758451312668320437 [ <all fields>]
READ usertable user5817128907606296834 [ <all fields>]
READ usertable user3956449419912651136 [ <all fields>]
READ usertable user1718887870413653598 [ <all fields>]
READ usertable user8517097267634966620 [ <all fields>]
READ usertable user4741608802692870376 [ <all fields>]
UPDATE usertable user8752645209624771860 [ field5=4 ?6!!+3?-0>438<<%"= /8.) =)$&=%97,&2*6+</8=.=62"/+<.3$&0>/0..6 /<98#&5&096+':!=,82#6*7+!+"05'31(<%: ]
READ usertable user6033932121519031350 [ <all fields>]
READ usertable user6038618303538299031 [ <all fields>]
READ usertable user8391501575413644407 [ <all fields>]
READ usertable user70667059907773300 [ <all fields>]
READ usertable user9100071943072394835 [ <all fields>]
READ usertable user8396187757432912088 [ <all fields>]
READ usertable user1684623029960200370 [ <all fields>]
READ usertable user2056600594528442646 [ <all fields>]
READ usertable user4298288365534567417 [ <all fields>]
READ usertable user2890643324332058605 [ <all fields>]
READ usertable user5817347222824138717 [ <all fields>]
READ usertable user7591723686063481676 [ <all fields>]
READ usertable user1598320005505897631 [ <all fields>]
READ usertable user8747959027605504179 [ <all fields>]
READ usertable user7938248813704665638 [ <all fields>]
READ usertable user899463647179981130 [ <all fields>]
READ usertable user8170230494699484093 [ <all fields>]
READ usertable user3227796087934707205 [ <all fields>]
READ usertable user4997144723860483918 [ <all fields>]
READ usertable user1925758759775712304 [ <all fields>]
READ usertable user6973924209660459785 [ <all fields>]
READ usertable user8405901766765746015 [ <all fields>]
READ usertable user6168558532484590360 [ <all fields>]
READ usertable user1945405093659222041 [ <all fields>]
READ usertable user2177168459436198613 [ <all fields>]
READ usertable user5822033404843406398 [ <all fields>]
READ usertable user2413058046720302418 [ <all fields>]
READ usertable user8391501575413644407 [ <all fields>]
